rto,meeting_date,committee,meeting_title,doc_type,title,posted_date,relevance_reason,topics,directness,source_names_hydro,evidence,initiatives,stakeholders,ai_summary,hydro_read_through,url
ERCOT,2026-06-18,Technology Working Group,TWG Meeting,report,PRS_June_2026_Project_Update,2026-06-17,Energy storage resource state-of-charge rules and controllable/curtailable load resource dispatch and frequency response are anchoring operational structures that will affect how pumped storage and other use-limited resources compete in ERCOT's nodal market.,storage; ancillary-services; ops-compliance,unrated,,,,Troy Anderson (ERCOT Portfolio Management),"ERCOT is advancing several projects that will reshape how flexible and storage resources operate in its markets. NPRR1188 and NPRR1244 will implement nodal dispatch and energy settlement for controllable load resources (CLRs) and clarify their primary frequency response responsibilities, with go-live targeted for January 2027; separately, NPRR1326 proposes adding energy storage resource state-of-charge information to the ancillary services capacity monitor (impact assessment ongoing). NPRR1329 addresses resource entity requirements for self-limiting facilities. These projects establish the technical and operational framework into which ERCOT's storage and flexible-load assets must fit; pumped storage operators in ERCOT should monitor the December 2026 completion of the impact assessments for NPRR1326 and NPRR1329 and track the January 2027 go-live of NPRR1188/1244 as they will govern how storage dispatch interacts with frequency response obligations and energy settlement.",,https://www.ercot.com/files/docs/2026/06/17/PRS_June_2026_Project_Update.pptx
ERCOT,2026-06-18,Resource Integration Working Group,RIWG Meeting,other,Resource Integration Topics,2026-06-17,"ERCOT interconnection queue mechanics and dynamic-model requirements for generation resources set cross-market precedent for how RTOs handle queue reform, model validation, and resource-integration standards that affect storage and flexible-resource participation pathways hydro monitors for applicability elsewhere.",interconnection; capacity-ra; storage,unrated,,,,Jenifer Fernandes (ERCOT); ResourceIntegrationDepartment (ERCOT),"ERCOT's Resource Integration Working Group presented Q2 2026 status on the Quarterly Stability Assessment (QSA) process, including model-validation deadlines (45 days prior to QSA deadline for FIS studies, 15–30 days for dynamic model review), PSCAD model-quality test requirements effective August 1, 2026, and active revision requests on ESR maintenance exceptions and in-kind generation definitions. As of May 31, 2026, ERCOT has 1,960 active generation interconnection requests totaling 458 GW: 172 GW of battery storage, 163 GW solar, 71 GW natural gas, 48 GW wind, and 5 GW other (including 65 small-gen projects, 37 model-ready). The queue has grown from ~409 GW (May 2025) to ~458 GW (May 2026), with battery capacity in interconnection remaining near 172 GW. For hydro and storage operators, this document signals ERCOT's evolving requirements for dynamic-model validation and queue-management timelines; the large battery-storage queue (172 GW / 412 GWh) demonstrates how a non-hydro RTO is accommodating storage participation and sets a benchmark for comparable participation rules elsewhere. The QSA deadline structure and prerequisite schedules may inform how other RTOs design interconnection-process certainty for flexible resources. No immediate FERC filing or NHA member vote is present, but the document is useful reference material for understanding queue and stability-assessment mechanics in a hydro-free market.",,https://www.ercot.com/files/docs/2026/06/17/Resource-Integration-Topics.pptx
ERCOT,2026-06-17,"Performance, Disturbance, Compliance Working Group",PDCWG Meeting,other,2027_AS_Methodology_PDCWG_061726,2026-06-17,"ERCOT's 2027 ancillary-services methodology changes, particularly to Regulation Service procurement driven by renewable ramping and large-load behavior, establish a cross-market comparison point for how non-hydro-rich RTOs structure flexible-ramping products and frequency-response requirements — relevant to NHA's understanding of AS design alternatives and hydro's competitive position in frequency-response markets.",ancillary-services; ramping-flexibility; load-growth,unrated,,,,Luis Hinojosa (ERCOT),"ERCOT is finalizing 2027 ancillary-services (AS) methodology, with one substantive change to Regulation Service computation: incorporation of a potential Large Load adjustment factor to account for extreme 5-minute ramps (up to 400 MW in instances) from data centers and steel mills, which exceed the current methodology's reliance on net-load forecast error and wind/solar ramping adjustment tables. The change reflects ERCOT's focus on dynamic solar-ramp thresholds (now 280 MW/min for sunrise/sunset, up from 80 MW/min when implemented in June 2023) and intra-hour renewable-variability capture via GTBD. Responsive Reserve Service (RRS) methodology remains unchanged pending NERC's 2027 BAL-003 Interconnection Frequency Response Obligation assessment; current analysis uses the 2026 minimum RRS-PFR floor of 1,377 MW. Board vote scheduled September 15, 2026; PUC submission November–December 2026. For hydro asset owners, this demonstrates how RTOs outside the West are handling frequency-response procurement in high-renewable, low-inertia conditions — ERCOT's emphasis on large-load ramping as a regulation driver differs from traditional net-load variability models and may inform future WECC or NYISO redesigns.",,https://www.ercot.com/files/docs/2026/06/17/2027_AS_Methodology_PDCWG_061726.pptx
ERCOT,2026-06-17,"Performance, Disturbance, Compliance Working Group",PDCWG Meeting,other,Non-FMEs for May-26_PUBLIC,2026-06-16,ERCOT frequency event analysis informs cross-market comparison of how RTOs handle frequency response and synchronous-resource ride-through — a key ancillary service and operational-compliance obligation that shapes hydro and storage dispatch across all markets.,ancillary-services; ops-compliance,unrated,,,,,"ERCOT Operations Planning presented analysis of two frequency events in May 2026: one FME (Frequency Measurement Event) on 5/20 at 23:17:35 UTC and one Non-FME on 5/27 at 12:29:39 UTC, reviewed at the PDCWG on June 17, 2026. The document does not disclose the magnitude, duration, cause, or mitigation outcome of either event in the excerpt provided. As a cross-market reference point, this analysis contributes to understanding how ERCOT — a synchronous-machine-rich, hydro-limited RTO — detects and responds to frequency disturbances compared to hydro-dependent RTOs (WECC, NYISO, PJM); such comparisons inform NHA members' assessment of whether frequency-response procurement and ride-through standards are calibrated consistently across interconnections.",,https://www.ercot.com/files/docs/2026/06/16/Non-FMEs-for-May-26_PUBLIC.pptx
ERCOT,2026-06-17,"Performance, Disturbance, Compliance Working Group",PDCWG Meeting,report,PDCWG Frequency Control Report for May 2026,2026-06-16,ERCOT frequency control and inertia metrics establish a cross-market comparison point for hydro's role in frequency response and synchronous generation — showing how a low-hydro system manages frequency stability and minimum inertia thresholds that hydro-rich RTOs can benchmark against.,ancillary-services; capacity-ra,unrated,,,,ERCOT Operations Planning (ERCOT),"ERCOT's May 2026 frequency control report documents CPS1 performance of 184.80% (12-month rolling average 181.08%), zero BAAL exceedances, and minimum system inertia of 138.8 GW·s (down from 143 GW·s in 2016 despite 81% non-synchronous generation penetration). The report reveals that ERCOT has reduced its critical inertia threshold from 100 GW·s to 87 GW·s between 2016 and 2026, while deploying Fast Frequency Response (FFR) awards totaling 430 MW by March 2026 to maintain frequency stability as synchronous generation declines. For hydro-rich RTOs, this demonstrates that systems with negligible conventional hydropower must artificially lower inertia requirements and increasingly rely on synthetic-inertia products (FFR), whereas hydro operators in NERC regions with reservoir storage maintain naturally higher inertia margins — a competitive advantage that regulatory design should preserve. The threshold reductions and FFR ramp-up illustrate the cost of losing synchronous capacity; hydro's inherent inertia contribution to regional frequency stability remains a quantifiable asset.",,https://www.ercot.com/files/docs/2026/06/16/PDCWG-Frequency-Control-Report-for-May-2026.pptx
ERCOT,2026-06-17,"Performance, Disturbance, Compliance Working Group",PDCWG Meeting,agenda,PDCWG Meeting Agenda 2026-06-17,,"ERCOT frequency control and ancillary-services methodology development is a cross-market comparison point for hydro's role in fast-frequency response, regulation, and reserves — the same products hydro supplies in WECC/Eastern RTOs, and methodological changes in ERCOT often precede or inform similar proposals elsewhere.",ancillary-services; ops-compliance,unrated,,,,Hinojosa (ERCOT); Lara (ERCOT); Lowe (ERCOT); Penney (ERCOT / Texas RE),"ERCOT's PDCWG meeting agenda includes discussion of 2027 ancillary-services methodology (presenter Hinojosa), frequency-control and regulation reporting (Lowe), and analysis of disturbances. While the agenda itself contains no substantive proposals, the 2027 AS methodology review is directly relevant to how ERCOT will price and accredit frequency response and regulation products going forward — the same ancillary services hydro supplies in other markets. Analysts tracking cross-RTO frequency-response design should monitor the outcomes when detailed proposals are published.",,https://www.ercot.com/calendar/06172026-PDCWG-Meeting-_-Webex#agenda
ERCOT,2026-06-17,"Performance, Disturbance, Compliance Working Group",PDCWG Meeting,other,Regulation Analysis PDCWG May-26,2026-06-16,"ERCOT's regulation service analysis—deployed volume, bias patterns, and 5-min interval performance—is a cross-market comparison point for how ERCOT's ancillary-services market design differs from hydro-rich RTOs and sets precedent for frequency-response procurement and pricing elsewhere.",ancillary-services; ramping-flexibility,unrated,,,,,"ERCOT Operations Planning presented a regulation bias and performance analysis covering May 2026 data: regulation deployment trends (yearly and monthly), wind and solar ramp-rate forecast errors, regulation bias across consecutive 5-min SCED intervals, time error accumulation, and load/net-load/ramp profiles. The analysis examines which factors (load variability, wind/solar ramps, startup/shutdown cycles, short-term load forecast error, non-SCED qualified large load ramping) drive time-error accumulation and regulation need. No policy proposals or decisions are stated; this is a diagnostic report to the Performance, Disturbance, Compliance Working Group. Significance for hydro asset owners: ERCOT's regulation procurement model and ramp-rate-driven AS demand are structural comparisons—ERCOT's real-time balancing relies heavily on deployed regulation volume to absorb wind/solar variability, whereas hydro-rich RTOs (WECC, NERC) often use different flexibility mechanisms (flexible ramping, energy imbalance markets). The data provides a market-monitor-like baseline for cross-RTO analysis of ancillary-services value and design; no imminent rule change or NHA member action is signaled.",,https://www.ercot.com/files/docs/2026/06/16/Regulation-Analysis-PDCWG-May-26.pptx
ERCOT,2026-06-15,IBRWG Inverter-Based Resource Working Group,IBRWG Meeting,agenda,IBRWG Meeting Agenda 2026-06-15,,"ERCOT's incentive program for advanced grid support (NPRR1333) may establish new procurement or accreditation pathways for frequency response, voltage support, and synthetic inertia—capabilities that hydro and battery storage both provide; this is tracked as a cross-market comparison point for how non-hydro-dominant RTOs are reshaping ancillary-service revenue streams and participation models.",ancillary-services; price-formation,unrated,,,,"Christian Danielson (ERCOT); Fred Huang (ERCOT); Julia Matevosyan (ESIG (IBRWG chair listed as IBRWG chair at 9:30 a.m., then ESIG at 10:40 a.m.)); Mark Henry (TRE)","ERCOT is discussing NPRR1333, an incentive program for advanced grid support, scheduled for the June 15, 2026 IBRWG meeting. The program appears aimed at compensating inverter-based resources (primarily batteries and solar) for frequency response, voltage control, and synthetic inertia—functions traditionally supplied by synchronous hydro. The agenda shows this is in early working-group review; no vote date or comment deadline is stated in this agenda extract. The mechanism is relevant as a reference for how ERCOT is pricing and procuring grid-support services that hydro operators in hydro-rich RTOs (NYISO, CAISO, PacW) compete to supply; an expansion of ERCOT's grid-support incentives without comparable rules in neighbor RTOs could shift marginal value of those services across the seams.",,https://www.ercot.com/calendar/06152026-IBRWG-Meeting-_-Webex#agenda
ERCOT,2026-06-10,Protocol Revisions Subcommittee,PRS Meeting,comment,05. NPRR1214_ERCOTComments_20260610 v6,2026-06-03,ERCOT's proposed changes to NPRR 1214 directly affect price formation (LMP and AS MCPC determination) and indifference-payment settlement mechanics that would apply to any dispatchable or storage resource participating in a similar market structure; the pricing and settlement innovations are instructive cross-market comparison points for how RTOs handle reliability deployments and the distortion between dispatch (actual) and pricing-run (counterfactual) awards.,price-formation; ancillary-services; ops-compliance,unrated,,,"NPRR1214 — Reliability Deployment Price Adder Fix to Provide Locational Price Signals, Reduce Uplift and Risk [Pending]; NPRR1286 — Establish Multi-Value Criteria for Resiliency-Related Transmission Project Evaluation [Pending]; NPRR1292 — Granular Product Type for CRR TOU [Pending]; NPRR1301 — Align Protocols to Constraint Activation Procedure [Pending]; NPRR1319 — Clarification to Seasonal Mothball Evaluation Process [Pending]; NPRR1320 — Reserve Margin Reporting and Miscellaneous Changes for the Report on Capacity, Demand, and Reserves in the ERCOT Region (CDR) [Pending]; NPRR1326 — Add Energy Storage Resource (ESR) State of Charge (SOC) Information to the Ancillary Services Capacity Monitor [Pending]; NPRR1329 — Resource Entity Requirements for Self-Limiting Facilities [Pending]; NPRR1331 — Unannounced Generation Capacity Testing [Pending]; NPRR1332 — Related to PGRR146, Rename Quarterly Stability Assessment and Modify the Assessment Schedule [Pending]; NPRR1333 — Establish an Incentive Program for Advanced Grid Support [Pending]; NPRR1334 — Revision to Cybersecurity Incident Notification [Pending]; NPRR1335 — Implementation of PUCT Changes to Firm Fuel Supply Service for Phase 3 [Pending]; NPRR1336 — Language Clean-up for NPRR1188 Implementation [Pending]; NPRR1337 — ERS Enhancements [Pending]",Sai Moorty (ERCOT),"ERCOT proposes revisions to NPRR 1214 that eliminate energy and ancillary-service price adders by using SCED Pricing Run prices (LMPs and AS MCPCs) directly when a pricing run is active, rather than calculating adders as Pricing Run minus Dispatch Run prices. In parallel, ERCOT introduces an ancillary-services indifference payment (previously energy-only) using actual offer/bid curves instead of linear approximations, and extends indifference-payment consideration to RUC, RMR, and MRA resources whose real-time revenues were previously overlooked. The proposal also expands locational modeling of reliability deployments to Load and SOG resources under certain dispatch scenarios. Although ERCOT has no hydropower, the design—separating binding dispatch awards (from actual grid state) from binding prices (from hypothetical state absent reliability deployments), and compensating the resulting financial mismatch via indifference payments—illustrates an alternative settlement architecture that contrasts with how other RTOs (including those with hydro fleets) handle the same tension between dispatch realism and scarcity-signal accuracy.",,https://www.ercot.com/files/docs/2026/06/03/05.-NPRR1214_ERCOTComments_20260610-v6.pptx
ERCOT,2026-06-10,Protocol Revisions Subcommittee,PRS Meeting,other,05. NRR1214_ERCOT_Paper_20260610,2026-06-03,MECHANISM: ERCOT's proposed changes to reliability deployment indifference-payment calculation and locational modeling of out-of-market actions affect how energy and ancillary-service prices are set and how dispatchable/storage resources receive compensation when ERCOT invokes reliability deployments—a price-formation rule that sets precedent for how other RTOs (including hydro-rich markets) structure make-whole payments and scarcity pricing when operators override market dispatch.,price-formation; ancillary-services; storage,unrated,,,"NPRR1214 — Reliability Deployment Price Adder Fix to Provide Locational Price Signals, Reduce Uplift and Risk [Pending]; NPRR1286 — Establish Multi-Value Criteria for Resiliency-Related Transmission Project Evaluation [Pending]; NPRR1292 — Granular Product Type for CRR TOU [Pending]; NPRR1301 — Align Protocols to Constraint Activation Procedure [Pending]; NPRR1319 — Clarification to Seasonal Mothball Evaluation Process [Pending]; NPRR1320 — Reserve Margin Reporting and Miscellaneous Changes for the Report on Capacity, Demand, and Reserves in the ERCOT Region (CDR) [Pending]; NPRR1326 — Add Energy Storage Resource (ESR) State of Charge (SOC) Information to the Ancillary Services Capacity Monitor [Pending]; NPRR1329 — Resource Entity Requirements for Self-Limiting Facilities [Pending]; NPRR1331 — Unannounced Generation Capacity Testing [Pending]; NPRR1332 — Related to PGRR146, Rename Quarterly Stability Assessment and Modify the Assessment Schedule [Pending]; NPRR1333 — Establish an Incentive Program for Advanced Grid Support [Pending]; NPRR1334 — Revision to Cybersecurity Incident Notification [Pending]; NPRR1335 — Implementation of PUCT Changes to Firm Fuel Supply Service for Phase 3 [Pending]; NPRR1336 — Language Clean-up for NPRR1188 Implementation [Pending]; NPRR1337 — ERS Enhancements [Pending]",Sai Moorty (ERCOT),"ERCOT proposes modifications to NPRR1214 that change how indifference payments compensate resources for reliability deployments (out-of-market actions). Currently, ERCOT calculates energy and ancillary-service price adders to reflect the difference between dispatch-run and pricing-run market clearing; ERCOT proposes to eliminate those adders and instead use pricing-run LMPs and AS MCPCs directly when deployments are active, and to refine the indifference-payment formula to use SCED pricing-run prices rather than approximations. The change applies locational modeling to additional deployment categories (VECL, non-controllable load, must-run and capacity contracts). These modifications simplify settlement accounting and improve accuracy of make-whole payments for resources whose output is constrained by ERCOT dispatch overrides—relevant to storage and dispatchable hydro that compete for scarcity premiums and uplift when system operators invoke out-of-market controls. No vote date or comment deadline is stated in this draft (version 0.7, dated May 21, 2026); this is a technical comments document being developed for PRS review.",,https://www.ercot.com/files/docs/2026/06/03/05.-NRR1214_ERCOT_Paper_20260610.docx
ERCOT,2026-06-10,Protocol Revisions Subcommittee,PRS Meeting,agenda,Agenda_PRS_20260610,2026-06-03,"ERCOT energy storage resource (ESR) mitigation, state-of-charge ancillary services rules, and dispatch participation mechanics directly parallel pumped-storage hydro design choices in other RTOs and merit cross-market monitoring.",storage; ancillary-services; capacity-ra,unrated,,,"NPRR1214 — Reliability Deployment Price Adder Fix to Provide Locational Price Signals, Reduce Uplift and Risk [Pending]; NPRR1286 — Establish Multi-Value Criteria for Resiliency-Related Transmission Project Evaluation [Pending]; NPRR1292 — Granular Product Type for CRR TOU [Pending]; NPRR1301 — Align Protocols to Constraint Activation Procedure [Pending]; NPRR1319 — Clarification to Seasonal Mothball Evaluation Process [Pending]; NPRR1320 — Reserve Margin Reporting and Miscellaneous Changes for the Report on Capacity, Demand, and Reserves in the ERCOT Region (CDR) [Pending]; NPRR1326 — Add Energy Storage Resource (ESR) State of Charge (SOC) Information to the Ancillary Services Capacity Monitor [Pending]; NPRR1329 — Resource Entity Requirements for Self-Limiting Facilities [Pending]; NPRR1331 — Unannounced Generation Capacity Testing [Pending]; NPRR1332 — Related to PGRR146, Rename Quarterly Stability Assessment and Modify the Assessment Schedule [Pending]; NPRR1333 — Establish an Incentive Program for Advanced Grid Support [Pending]; NPRR1334 — Revision to Cybersecurity Incident Notification [Pending]; NPRR1335 — Implementation of PUCT Changes to Firm Fuel Supply Service for Phase 3 [Pending]; NPRR1336 — Language Clean-up for NPRR1188 Implementation [Pending]; NPRR1337 — ERS Enhancements [Pending]",Diana Coleman (ERCOT); Troy Anderson (ERCOT),"ERCOT's Protocol Revisions Subcommittee meeting on June 10, 2026 includes several tabled and active proposals affecting energy storage participation: NPRR1326 adds state-of-charge (SOC) information to the Ancillary Services Capacity Monitor; NPRR1255 introduces mitigation of ESRs (energy storage resources); and NPRR1310 expands Dispatchable Reliability Reserve Service (DRRS) participation to ESRs with release factors. These rules govern how storage resources bid, accredit capacity, offer ancillary services, and interact with dispatch and pricing — mechanics that set precedent for pumped-storage treatment in RTOs benchmarking against ERCOT. The agenda lists multiple proposals tabled at PRS awaiting votes and review of revision-request language, with no comment deadline specified in the agenda itself.",,https://www.ercot.com/files/docs/2026/06/03/Agenda_PRS_20260610.docx
ERCOT,2026-06-10,Protocol Revisions Subcommittee,PRS Meeting,agenda,PRS Meeting Agenda 2026-06-10,,"ERCOT energy-storage participation rules, frequency-response ancillary services, capacity/resource-adequacy mechanisms, and price formation — all cross-market design precedents for hydro and PSH — are under revision in multiple NPRRs on this agenda.",storage; price-formation; ancillary-services,unrated,,,"NPRR1214 — Reliability Deployment Price Adder Fix to Provide Locational Price Signals, Reduce Uplift and Risk [Pending]; NPRR1286 — Establish Multi-Value Criteria for Resiliency-Related Transmission Project Evaluation [Pending]; NPRR1292 — Granular Product Type for CRR TOU [Pending]; NPRR1301 — Align Protocols to Constraint Activation Procedure [Pending]; NPRR1319 — Clarification to Seasonal Mothball Evaluation Process [Pending]; NPRR1320 — Reserve Margin Reporting and Miscellaneous Changes for the Report on Capacity, Demand, and Reserves in the ERCOT Region (CDR) [Pending]; NPRR1326 — Add Energy Storage Resource (ESR) State of Charge (SOC) Information to the Ancillary Services Capacity Monitor [Pending]; NPRR1329 — Resource Entity Requirements for Self-Limiting Facilities [Pending]; NPRR1331 — Unannounced Generation Capacity Testing [Pending]; NPRR1332 — Related to PGRR146, Rename Quarterly Stability Assessment and Modify the Assessment Schedule [Pending]; NPRR1333 — Establish an Incentive Program for Advanced Grid Support [Pending]; NPRR1334 — Revision to Cybersecurity Incident Notification [Pending]; NPRR1335 — Implementation of PUCT Changes to Firm Fuel Supply Service for Phase 3 [Pending]; NPRR1336 — Language Clean-up for NPRR1188 Implementation [Pending]; NPRR1337 — ERS Enhancements [Pending]",Diana Coleman (ERCOT); Troy Anderson (ERCOT),"ERCOT's Protocol Revisions Subcommittee is reviewing six active proposals affecting storage and flexibility markets, plus ten tabled proposals. Most directly relevant to hydro: NPRR1326 (state-of-charge transparency in ancillary-services capacity monitor), NPRR1310 (dispatchable reliability reserves plus energy-storage participation and release factors — marked URGENT), NPRR1328 (generation firming program — marked URGENT), and NPRR1255 (energy-storage mitigation rules, addressing market power in dispatchable resources). NPRR1214 (reliability deployment price adder for locational signals and uplift reduction), tabled at PRS, represents a broader ERCOT pivot toward scarcity pricing and away from out-of-market uplift — a model relevant to PSH revenue treatment. Status: proposals are in review and revision phases; tabled items may be revisited. These NPRRs will set participation rules and price-formation mechanics that establish ERCOT precedent for cross-RTO storage participation design.",,https://www.ercot.com/calendar/06102026-PRS-Meeting#agenda
ERCOT,2026-06-04,Reliability and Operations Subcommittee,ROS Meeting,agenda,02. ROS Agenda 20260604,2026-05-28,"ERCOT is advancing multiple rule changes affecting energy storage participation (NPRR1264 Energy Attribute Certificate Program, NOGRR273/PGRR123/RRGRR038), storage resource operations (NOGRR284 on Dispatchable Reliability Reserve Service Plus and ESR participation), large-load interconnection reform (PGRR141), and seasonal resource mothballing (NPRR1319) — mechanisms that set precedent for storage participation models and interconnection practices NHA tracks cross-market, and ERCOT's treatment of these design choices informs hydro-rich RTOs' approach to similar issues.",storage; clean-energy; interconnection,unrated,,,"NOGRR273 — Related to NPRR1264, Creation of a New Energy Attribute Certificate Program [Pending]; NOGRR286 — Addition of 765-kV Operational Voltage Limits [Pending]; NOGRR287 — Load Shed Provisions to Identify and Minimize Overlap of Essential Loads [Pending]; PGRR123 — Related to NPRR1264, Creation of a New Energy Attribute Certificate Program [Pending]; PGRR128 — Regional Planning Group Discussion of Grid Enhancing Technologies [Pending]; PGRR146 — Rename Quarterly Stability Assessment and Modify the Assessment Schedule [Pending]; PGRR147 — Allowable Non-Consequential Load Loss Alignment [Pending]; RRGRR038 — Related to NPRR1264, Creation of a New Energy Attribute Certificate Program [Pending]",Alex Lee (ERCOT); Chris Ramirez (ERCOT); Luis Hinojosa (ERCOT); Manuel Sanchez (ERCOT); Mina Turner (ERCOT); Nathan Gonzales (ERCOT); Ping Yan (ERCOT); Teddi Flessner (ERCOT),"ERCOT's Reliability Operations Subcommittee is voting on multiple revisions to operations protocols scheduled for June 4, 2026. Key items for storage and system flexibility include: NPRR1264 and related revisions (NOGRR273, PGRR123, RRGRR038) establishing a new Energy Attribute Certificate program (status: language and impact analysis pending); NOGRR284 on Dispatchable Reliability Reserve Service Plus and Energy Storage Resource participation and release factors (tabled, status uncertain); PGRR141 on Large Load Interconnection Study Reform (tabled); and NPRR1319 on Seasonal Mothball Periods (tabled). While ERCOT has no hydropower fleet, its treatment of storage participation rules, interconnection pathways for dispatchable resources, and seasonal resource availability mechanics create comparative precedent for hydro-rich RTOs designing similar policies. The Energy Attribute Certificate program design, particularly as it applies to storage and generation, and the release-factor rules for storage participation bear watching as CAISO, NYISO, and other markets adopt analogous frameworks.",,https://www.ercot.com/files/docs/2026/05/28/02.-ROS-Agenda-20260604.docx
ERCOT,2026-06-04,Reliability and Operations Subcommittee,ROS Meeting,report,06. April 2026 ERCOT Operations Report Public,2026-05-29,"ERCOT operations report documents net-load ramping, frequency response performance, and reliability unit commitment — cross-market comparison points for how ERCOT manages flexibility and grid stability without hydropower, informing hydro-rich RTO market design alternatives.",ramping-flexibility; ancillary-services; capacity-ra,unrated,,,"NOGRR273 — Related to NPRR1264, Creation of a New Energy Attribute Certificate Program [Pending]; NOGRR286 — Addition of 765-kV Operational Voltage Limits [Pending]; NOGRR287 — Load Shed Provisions to Identify and Minimize Overlap of Essential Loads [Pending]; PGRR123 — Related to NPRR1264, Creation of a New Energy Attribute Certificate Program [Pending]; PGRR128 — Regional Planning Group Discussion of Grid Enhancing Technologies [Pending]; PGRR146 — Rename Quarterly Stability Assessment and Modify the Assessment Schedule [Pending]; PGRR147 — Allowable Non-Consequential Load Loss Alignment [Pending]; RRGRR038 — Related to NPRR1264, Creation of a New Energy Attribute Certificate Program [Pending]",,"ERCOT's April 2026 operations report shows largest net-load ramps nearly tripled since 2015 (18,089 MW in 60-minute ramp vs. 5,330 MW in April 2015), driven by growing wind and solar penetration (80.27% IRR maximum, 69.15% wind record). The system managed two frequency events and 16 RUC commitments without automatic load-shedding via under-frequency relays. Congestion rent on the HCKSW_MR2L constraint alone reached $51.7M for the month. As a hydro-poor system increasingly dependent on fast ramping and frequency stabilization from conventional generators, ERCOT's experience provides a contrast case: where hydro-rich markets (CAISO, NYISO, BPA) use ramping products and flexible capacity mechanisms to harness dispatchable hydro, ERCOT compensates through higher RUC frequency and larger intra-hour ramps. This benchmarks the value proposition of dedicated ramping and flexibility products that hydro markets have adopted.",,https://www.ercot.com/files/docs/2026/05/29/06.-April-2026-ERCOT-Operations-Report-Public.docx
ERCOT,2026-06-04,Reliability and Operations Subcommittee,ROS Meeting,report,11. PDCWG-Report-to-ROS_060426,2026-06-03,"ERCOT frequency response and inertia management, particularly FFR procurement and PFR performance monitoring, demonstrate a market-design approach to frequency support that contrasts with hydro-rich RTOs and informs NHA's cross-market analysis of how different regions value synchronous and fast-response capability.",ancillary-services; capacity-ra,unrated,,,"NOGRR273 — Related to NPRR1264, Creation of a New Energy Attribute Certificate Program [Pending]; NOGRR286 — Addition of 765-kV Operational Voltage Limits [Pending]; NOGRR287 — Load Shed Provisions to Identify and Minimize Overlap of Essential Loads [Pending]; PGRR123 — Related to NPRR1264, Creation of a New Energy Attribute Certificate Program [Pending]; PGRR128 — Regional Planning Group Discussion of Grid Enhancing Technologies [Pending]; PGRR146 — Rename Quarterly Stability Assessment and Modify the Assessment Schedule [Pending]; PGRR147 — Allowable Non-Consequential Load Loss Alignment [Pending]; RRGRR038 — Related to NPRR1264, Creation of a New Energy Attribute Certificate Program [Pending]",Paul Messman (Tenaska),"ERCOT's Primary Frequency Response (PFR) performance monitoring under BAL-001-TRE has stalled due to too few Frequency Measurable Events (FMEs) — the criteria used to evaluate PFR performance are generating only fewer than the desired 20–35 events per year. ERCOT has proposed revised FME selection criteria to increase event counts and improve oversight of Responsive Reserve Service providers; revised criteria have been shared with the PDCWG and ERCOT has begun using them immediately while retaining discretion in selection. The ERCOT system inertia trends show a structural decline: synchronous inertia at minimum-load points has fallen from 143 GW·s in 2016 to 114.7 GW·s in March 2026, while non-synchronous generation has grown to 81% of system load and Fast Frequency Response procurement has expanded from zero to 430 MW. This illustrates a cross-market contrast — whereas hydro-rich RTOs rely on synchronous hydro for inertia and primary frequency response, ERCOT's low-inertia, high-renewable grid is increasingly dependent on FFR procurement and stricter frequency-event metrics to maintain reserve adequacy and response capability.",,https://www.ercot.com/files/docs/2026/06/03/11.-PDCWG-Report-to-ROS_060426.pptx
